Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,,Price
Toyota Fortuner 3.0 Diesel,Bangalore,2014,171000,Diesel,Manual,First,11.5,2982,171,7,16.75,1675000
BMW X3 xDrive20d,Pune,2012,108000,Diesel,Automatic,First,16.09,1995,184,5,17.5,1750000
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2016,41000,Diesel,Manual,First,22.7,1598,118,5,7.7,770000
Honda City 1.5 S MT,Pune,2012,66000,Petrol,Manual,Second,17,1497,118,5,4.45,445000
Maruti Swift Dzire LDI,Jaipur,2015,144000,Diesel,Manual,First,26.59,1248,74,5,5.25,525000
BMW 3 Series 320d M Sport,Kochi,2017,23806,Diesel,Automatic,First,22.69,1995,190,5,33.66,3366000
Nissan Micra XV CVT,Chennai,2013,89000,Petrol,Automatic,Second,19.34,1198,76,5,2.8,280000
Maruti Baleno Zeta Automatic,Coimbatore,2018,38852,Petrol,Automatic,First,21.4,1197,83.1,5,8.47,847000
Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,Diesel,Manual,First,26.21,1248,88.5,5,9.32,932000
Mercedes-Benz CLA 200 CDI Style,Coimbatore,2017,23106,Diesel,Automatic,First,17.9,2143,136,5,27.43,2743000
Honda Mobilio RS i DTEC,Delhi,2015,31250,Diesel,Manual,First,24.5,1498,98.6,7,6.5,650000
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2014,77795,Diesel,Manual,First,12.99,2494,100.6,8,9.5,950000
Jaguar XF 3.0 Litre S Premium Luxury,Kochi,2015,47759,Diesel,Automatic,First,14.74,2993,270.9,5,31.8,3180000
Toyota Etios Petrol TRD Sportivo,Chennai,2013,67620,Petrol,Manual,Second,17.6,1496,88.8,5,4.2,420000
Chevrolet Beat Diesel LS,Kochi,2013,44378,Diesel,Manual,First,25.44,936,57.6,5,3.85,385000
Honda Accord 2.4 M/T,Delhi,2012,64709,Petrol,Manual,Second,12.8,2354,177.6,5,6,600000
Maruti Alto LXi,Hyderabad,2007,76161,Petrol,Manual,First,19.7,796,46.3,5,1.65,165000
Skoda Octavia Ambition 2.0 TDI AT,Bangalore,2013,58410,Diesel,Automatic,First,19.3,1968,141,5,14.5,1450000
Toyota Innova 2.5 V Diesel 7-seater,Delhi,2011,72000,Diesel,Manual,First,12.8,2494,102,7,7.1,710000
Audi A4 35 TDI Premium Sport,Chennai,2016,11000,Diesel,Automatic,First,17.11,1968,174.33,5,28,2800000
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,Diesel,Manual,First,24.3,1248,88.5,5,9.38,938000
Hyundai Grand i10 Sportz,Kochi,2016,59767,Petrol,Manual,First,18.9,1197,82,5,4.78,478000
Toyota Corolla DX,Chennai,2003,70000,Petrol,Manual,Second,13.4,1794,125,5,1.7,170000
Tata Hexa XTA,Coimbatore,2019,14233,Diesel,Automatic,First,17.6,2179,153.86,7,17.85,1785000
Hyundai i20 2015-2017 1.2 Asta,Pune,2010,72000,Petrol,Manual,Second,17,1197,80,5,2.75,275000
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5,5.95,595000
Maruti Omni 8 Seater BSIV,Mumbai,2011,39000,Petrol,Manual,First,14,796,35,5,1.5,150000
Maruti Alto 800 2016-2019 VXI,Kochi,2019,19855,Petrol,Manual,First,24.7,796,47.3,5,3.8,380000
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Bangalore,2017,20149,Diesel,Automatic,First,19.27,2143,167.62,5,38.5,3850000
Hyundai i10 Era 1.1,Jaipur,2011,70000,Petrol,Manual,First,19.81,1086,68.05,5,2.15,215000
Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,Petrol,Automatic,Second,14.67,1798,177.46,5,3.75,375000
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,Diesel,Automatic,First,21.5,1498,108.5,5,8.95,895000
Honda Civic 2010-2013 1.8 V MT,Pune,2010,61700,Petrol,Manual,First,14.8,1799,130.2,5,2.95,295000
BMW 3 Series 320i Sedan,Coimbatore,2010,59660,Petrol,Automatic,First,12.05,1995,154,5,10.49,1049000
Hyundai Santro Xing GLS,Hyderabad,2007,69775,Petrol,Manual,Second,17.92,1086,62.1,5,1.85,185000
Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,2009,88000,Petrol,Automatic,First,11.1,2354,142,5,5.25,525000
Maruti Ertiga VDI,Kolkata,2014,47052,Diesel,Manual,First,20.77,1248,88.76,7,5.99,599000
Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,69749,Diesel,Manual,First,18.6,1388,67,5,3.82,382000
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2012,79000,Diesel,Automatic,First,12.07,2967,241.4,7,39,3900000
Audi A4 35 TDI Premium,Coimbatore,2016,39644,Diesel,Automatic,First,17.11,1968,174.33,5,25.75,2575000
Tata Indica Vista Quadrajet VX,Hyderabad,2012,137800,Diesel,Manual,First,22.3,1248,74,5,2.2,220000
Hyundai Verna CRDi ABS,Chennai,2008,120000,Diesel,Manual,Second,18.1,1493,110,5,2,200000
Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,Diesel,Automatic,First,16.1,1950,194,5,56.5,5650000
BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Diesel,Automatic,Second,22.69,1995,190,5,21,2100000
Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,116905,Diesel,Manual,First,24,1120,70,5,4,400000
Hyundai i10 Sportz AT,Coimbatore,2011,32824,Petrol,Automatic,First,16.95,1197,78.9,5,3.83,383000
Maruti Swift VXi BSIV,Kochi,2016,19148,Petrol,Manual,First,16.1,1197,85,5,5.89,589000
Hyundai Santro Xing GLS,Kolkata,2010,35008,Petrol,Manual,First,17.92,1086,62.1,5,1.36,136000
BMW 6 Series Gran Coupe,Delhi,2013,21000,Diesel,Automatic,Second,17.54,2993,313,4,44,4400000
Maruti SX4 Green Vxi (CNG),Mumbai,2014,53000,CNG,Manual,First,22.1,1586,85.7,5,3.26,326000
Hyundai Verna 1.4 VTVT,Bangalore,2016,36000,Petrol,Manual,First,17.43,1396,105.5,5,8,800000
Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,Diesel,Manual,First,23.4,1248,74,5,4.25,425000
Maruti Swift VDI,Pune,2018,30000,Diesel,Manual,First,28.4,1248,74,5,6,600000
Skoda Octavia 2.0 TDI AT Style Plus,Kochi,2016,31021,Diesel,Automatic,First,19.5,1968,141,5,16.61,1661000
Renault Duster 110PS Diesel RxL,Coimbatore,2013,52600,Diesel,Manual,First,19.6,1461,108.45,5,7.26,726000
Mahindra Scorpio 2.6 CRDe,Bangalore,2005,60000,Diesel,Manual,First,10.5,2179,120,8,4,400000
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2016,44001,Diesel,Automatic,First,18.12,1995,190,5,34.51,3451000
Maruti Wagon R VXI BSIII,Chennai,2003,101000,Petrol,Manual,Third,17.3,1061,64,5,0.95,95000
Maruti Wagon R LXI BSIII,Hyderabad,2007,84169,Petrol,Manual,First,14,1061,64,5,2.2,220000
Hyundai i20 Sportz 1.2,Mumbai,2017,14001,Petrol,Manual,First,18.6,1197,81.83,5,5.75,575000
Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,Diesel,Automatic,First,18,2993,255,7,36.75,3675000
Mercedes-Benz New C-Class 230 Avantgarde,Hyderabad,2009,29000,Petrol,Automatic,Second,11.7,1796,178,5,10,1000000
Nissan Sunny 2011-2014 Diesel XV,Mumbai,2012,38800,Diesel,Manual,First,21.64,1461,84.8,5,4.05,405000
Audi Q7 3.0 TDI quattro,Hyderabad,2011,98000,Diesel,Automatic,First,12.07,2967,241.4,7,22,2200000
Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,Diesel,Automatic,First,17.9,2143,136,5,27.87,2787000
Maruti Vitara Brezza ZDi,Kolkata,2018,2900,Diesel,Manual,First,24.3,1248,88.5,5,8.75,875000
Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,69000,Diesel,Manual,First,19.3,1248,73.9,5,4.79,479000
Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,Diesel,Manual,First,21.13,1498,108.4,5,11.92,1192000
Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,28733,Diesel,Automatic,Second,12.07,2967,241.4,7,53.11,5311000
Maruti Wagon R LXI,Jaipur,2006,145000,Petrol,Manual,First,18.9,998,67.1,5,1.15,115000
Honda City i DTEC VX Option,Pune,2014,71000,Diesel,Manual,First,25.1,1498,98.6,5,7.45,745000
Hyundai EON Magna Plus,Jaipur,2017,12000,Petrol,Manual,First,21.1,814,55.2,5,3.5,350000
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,2018,21603,Diesel,Automatic,First,13,2987,265,5,70.15,7015000
BMW 3 Series 320d,Hyderabad,2013,58000,Diesel,Automatic,First,13.2,1995,170,5,19.5,1950000
BMW 3 Series 318i Sedan,Pune,2012,39000,Petrol,Automatic,Second,12.05,1995,154,5,15,1500000
Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.45,1493,100,7,7.57,757000
Maruti Ritz VXi,Hyderabad,2012,68000,Petrol,Manual,First,18.5,1197,85.8,5,4.4,440000
BMW X6 xDrive 40d M Sport,Chennai,2016,25000,Diesel,Automatic,First,15.87,2993,308.43,5,60,6000000
Chevrolet Beat LT,Kolkata,2010,30000,Petrol,Manual,First,18.6,1199,79.4,5,1.6,160000
Maruti Swift Dzire VXI,Pune,2014,68218,Petrol,Manual,First,19.1,1197,85.8,5,4.9,490000
Maruti Ertiga ZDI,Delhi,2014,52000,Diesel,Manual,First,20.77,1248,88.8,7,5.95,595000
Renault Duster 85PS Diesel RxL,Coimbatore,2015,63591,Diesel,Manual,First,20.45,1461,83.8,5,5.35,535000
Honda Amaze VX AT i-Vtech,Hyderabad,2014,57937,Petrol,Automatic,First,15.5,1198,86.7,5,5.4,540000
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,21979,Diesel,Automatic,First,17.11,1968,174.33,5,23.45,2345000
Skoda Octavia Ambiente 1.9 TDI MT,Hyderabad,2002,99000,Diesel,Manual,Second,18.7,1896,66,5,1.9,190000
Honda Amaze E i-Dtech,Pune,2016,62000,Diesel,Manual,First,25.8,1498,98.6,5,6.1,610000
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,Mumbai,2006,127001,Diesel,Manual,First,12.8,2494,102,8,4.95,495000
Hyundai EON D Lite Plus,Hyderabad,2013,84600,Petrol,Manual,Second,21.1,814,55.2,5,2.5,250000
Datsun redi-GO T Option,Kochi,2018,30953,Petrol,Manual,First,22.7,799,53.64,5,3.48,348000
Maruti Swift VDI,Chennai,2012,78000,Diesel,Manual,First,22.9,1248,74,5,4.4,440000
Mitsubishi Pajero 2.8 GLX Sports,Hyderabad,2008,85000,Diesel,Manual,First,9.5,2835,118.6,6,7.99,799000
Volvo S80 D5,Hyderabad,2008,79000,Diesel,Automatic,First,13.1,2400,215,5,10.99,1099000
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982,168.5,7,18.5,1850000
Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956,170,5,21.69,2169000
Maruti Swift Dzire VDI,Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248,74,5,5.17,517000
Hyundai Verna 1.6 SX,Delhi,2011,103814,Diesel,Manual,Second,22.32,1582,126.32,5,4.5,450000
Mahindra Scorpio VLX 2WD BSIV,Kolkata,2014,45128,Diesel,Manual,First,12.05,2179,120,8,6.75,675000
Hyundai i10 Era,Kochi,2013,56075,Petrol,Manual,First,19.81,1086,68.05,5,3.12,312000
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494,100.6,8,8.25,825000
Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755,171.5,7,20.14,2014000
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,114708,Diesel,Manual,First,12.99,2494,100,8,12.6,1260000
Maruti Swift Dzire ZDI,Kochi,2015,35082,Diesel,Manual,First,23.4,1248,74,5,6.61,661000
Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2016,38593,Diesel,Automatic,First,17.01,1582,126.2,5,13.23,1323000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,2008,70700,Diesel,Manual,First,12.99,2494,100,8,4.75,475000
Volkswagen Vento Diesel Highline,Mumbai,2011,83000,Diesel,Manual,Second,20.54,1598,103.6,5,2.9,290000
Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,2015,120000,Diesel,Manual,First,14.8,2499,80,10,5.5,550000
Mahindra Ssangyong Rexton RX7,Kochi,2014,91586,Diesel,Automatic,Second,11.18,2696,184,7,9.47,947000
Hyundai i10 Magna,Mumbai,2008,38235,Petrol,Manual,First,20.36,1197,78.9,5,1.95,195000
Hyundai i10 Sportz 1.2,Kolkata,2011,37000,Petrol,Manual,First,20.36,1197,78.9,5,2.2,220000
Honda Amaze S i-Vtech,Bangalore,2013,44000,Petrol,Manual,Second,18,1198,86.7,5,4.35,435000
Maruti Celerio ZXI AT,Pune,2016,54000,Petrol,Automatic,First,23.1,998,67.04,5,4.5,450000
Hyundai Grand i10 Asta,Chennai,2013,90000,Petrol,Manual,First,18.9,1197,82,5,3.55,355000
Maruti Swift Dzire VDi,Kolkata,2015,35000,Diesel,Manual,First,19.3,1248,73.9,5,4.75,475000
Hyundai i10 Sportz,Coimbatore,2012,47324,Petrol,Manual,Second,20.36,1197,78.9,5,4.52,452000
BMW X1 sDrive 20d Exclusive,Mumbai,2012,65148,Diesel,Automatic,First,15.06,1995,177,5,12.75,1275000
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11,1968,174.33,5,20.04,2004000
Nissan Terrano XL 85 PS,Bangalore,2014,87000,Diesel,Manual,First,20.45,1461,83.8,5,6.5,650000
Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,Diesel,Manual,First,11.56,3200,199.3,7,7.5,750000
Maruti Wagon R VXI AMT,Mumbai,2016,8000,Petrol,Automatic,First,22.5,998,67,5,4.15,415000
Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,2007,77000,Petrol,Manual,First,13.5,1799,130,5,2.5,250000
Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,Petrol,Manual,First,18.6,1197,81.83,5,5.4,540000
Maruti Alto K10 VXI,Mumbai,2016,13198,Petrol,Manual,First,24.07,998,67.1,5,3.15,315000
Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,Second,12.07,2967,241.4,7,52.5,5250000
Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,Petrol,Manual,First,18.6,1197,81.83,5,5.95,595000
Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199,83.83,5,6.97,697000
Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197,78.9,5,3.2,320000
Renault Duster 85PS Diesel RxL Optional,Bangalore,2013,75371,Diesel,Manual,First,20.46,1461,83.8,5,6.69,669000
Tata Xenon XT EX 4X4,Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179,138.03,5,5.9,590000
Hyundai i20 Magna,Kolkata,2009,30675,Petrol,Manual,First,18.5,1197,80,5,2.25,225000
Maruti Swift Dzire VDI,Kolkata,2013,22000,Diesel,Manual,First,23.4,1248,74,5,4.5,450000
Hyundai EON Magna,Pune,2015,55000,Petrol,Manual,First,22,814,55,5,2.61,261000
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143,170,5,11.5,1150000
Mini Cooper Convertible S,Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998,189.08,4,35,3500000
Tata Nano Cx,Jaipur,2010,57000,Petrol,Manual,First,26,624,35,4,0.5,50000
Maruti Ciaz ZDi Plus,Kolkata,2015,62144,Diesel,Manual,Second,26.21,1248,88.5,5,5.75,575000
Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,Diesel,Manual,First,22,1582,126.2,5,11.5,1150000
Hyundai EON Era Plus,Jaipur,2015,38000,Petrol,Manual,First,21.1,814,55.2,5,2.75,275000
BMW 5 Series 2013-2017 520d Luxury Line,Chennai,2016,30000,Diesel,Automatic,Second,18.12,1995,190,5,31.5,3150000
Honda Brio S MT,Kochi,2016,38735,Petrol,Manual,First,19.4,1198,86.8,5,4.92,492000
Maruti Ritz VDi,Pune,2012,23598,Diesel,Manual,First,23.2,1248,73.94,5,3.52,352000
BMW 3 Series 320d Prestige,Chennai,2014,70000,Diesel,Automatic,First,18.88,1995,184,5,17.55,1755000
Maruti Swift Dzire LDI,Pune,2016,39000,Diesel,Manual,First,26.59,1248,74,5,5.8,580000
Maruti Swift Dzire VDI,Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248,74,5,6.95,695000
Renault Scala RxL,Kolkata,2013,45000,Petrol,Manual,First,16.95,1498,97.6,5,2.4,240000
Chevrolet Cruze LTZ AT,Mumbai,2013,59302,Diesel,Automatic,First,14.39,1998,163.7,5,5.25,525000
Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,Petrol,Manual,First,17.5,1298,85.8,5,4.25,425000
Tata Indigo CS LX (TDI) BS III,Jaipur,2008,128813,Diesel,Manual,First,19.09,1396,69,5,1.5,150000
Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,Diesel,Manual,First,24,1120,70,5,4.5,450000
Tata Indica Vista Quadrajet LS,Pune,2014,180000,Diesel,Manual,First,22.3,1248,74,5,2.5,250000
Ford Fiesta 1.4 TDCi EXI,Chennai,2006,89326,Diesel,Manual,Third,17.8,1399,68,5,1.55,155000
Renault Duster 85PS Diesel RxE,Pune,2016,54000,Diesel,Manual,First,19.87,1461,83.8,5,6.5,650000
Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,Diesel,Manual,First,24,1120,70,5,4.96,496000
Honda Brio S MT,Bangalore,2012,60000,Petrol,Manual,First,19.4,1198,86.8,5,3.25,325000
Audi A4 1.8 TFSI,Kolkata,2010,38001,Petrol,Automatic,First,12.3,1781,163.2,5,8.5,850000
Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,Petrol,Manual,Second,24.7,796,47.3,5,2.75,275000
Hyundai Verna Transform SX VTVT,Bangalore,2011,61000,Petrol,Manual,Second,16.2,1599,103.2,5,3.4,340000
Maruti Ertiga ZDI,Hyderabad,2013,120000,Diesel,Manual,First,20.77,1248,88.8,7,7,700000
Chevrolet Optra Magnum 1.6 LT ABS BS3,Kochi,2012,71787,Petrol,Manual,First,12.9,1598,102.5,5,3.21,321000
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,11554,Diesel,Manual,First,19.67,1582,126.2,5,14.25,1425000
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,Diesel,Manual,First,20.34,1498,103.2,5,6.5,650000
Honda City i VTEC SV,Kolkata,2014,48104,Petrol,Manual,First,17.4,1497,117.3,5,5.49,549000
Hyundai Getz GLS ABS,Pune,2005,91000,Petrol,Manual,Third,16.8,1341,83,5,0.8,80000
Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,Petrol,Automatic,Second,18.9,1197,82,5,5.91,591000
Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,13916,Petrol,Manual,First,18.9,1197,81.86,5,6.44,644000
Maruti Wagon R LXI CNG,Pune,2012,90400,CNG,Manual,First,26.2,998,58.2,5,2.9,290000
Hyundai Grand i10 Sportz,Jaipur,2015,14000,Petrol,Manual,First,18.9,1197,82,5,4.6,460000
Hyundai i20 Asta 1.2,Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197,81.83,5,7.21,721000
Renault Duster 85PS Diesel RxL,Pune,2016,60000,Diesel,Manual,First,19.87,1461,83.8,5,8,800000
Maruti Swift Dzire VDi,Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248,73.9,5,3.5,350000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2008,178280,Diesel,Manual,First,12.8,2494,102,8,5.9,590000
Tata Nano Twist XT,Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624,37.5,4,1.74,174000
Ford Figo 2015-2019 1.2P Sports Edition MT,Mumbai,2019,1000,Petrol,Manual,First,18.12,1196,86.8,5,6.8,680000
Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,7.5,750000
Honda BRV i-VTEC V MT,Pune,2016,9200,Petrol,Manual,First,15.4,1497,117.3,7,8,800000
Honda Amaze S Diesel,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498,98.6,5,5.99,599000
Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,Diesel,Manual,First,19.67,1582,126.2,5,12.9,1290000
Maruti Baleno Zeta 1.2,Delhi,2018,22900,Petrol,Manual,First,21.4,1197,83.1,5,7,700000
Audi Q5 2.0 TDI Technology,Hyderabad,2014,50000,Diesel,Automatic,First,14.16,1968,174.3,5,35,3500000
Honda Amaze S i-DTEC,Jaipur,2015,60207,Diesel,Manual,First,25.8,1498,98.6,5,5.5,550000
BMW X5 3.0d,Coimbatore,2010,101119,Diesel,Automatic,First,11,2993,235,5,18.46,1846000
Ford Figo Petrol Titanium,Jaipur,2010,42000,Petrol,Manual,First,15.6,1196,70,5,2.4,240000
Maruti Wagon R VXI,Pune,2002,93000,Petrol,Manual,Third,18.9,998,67.1,5,1,100000
Hyundai i10 Era,Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086,68.05,5,2.65,265000
Skoda Rapid 1.5 TDI AT Elegance,Kochi,2015,66122,Diesel,Automatic,First,21.66,1498,103.52,5,5.96,596000
Porsche Panamera Diesel,Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967,300,4,75,7500000
Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,24733,Petrol,Automatic,First,15.04,1991,183,5,27.15,2715000
Audi A6 2.8 FSI,Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4,2773,201,5,10.5,1050000
Maruti Ciaz ZXi Plus,Chennai,2015,30000,Petrol,Manual,First,20.73,1373,91.1,5,6.7,670000
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,Diesel,Manual,First,22.7,1498,89.84,5,4.9,490000
Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493,70,7,8,800000
Maruti Alto K10 VXI,Kochi,2018,46805,Petrol,Manual,First,24.07,998,67.1,5,3.63,363000
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,Petrol,Manual,First,17.5,1197,85.8,5,4.8,480000
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198,197.2,7,30.27,3027000
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2013,81456,Diesel,Manual,First,15.8,2148,170,5,14.25,1425000
Hyundai i10 Sportz AT,Ahmedabad,2012,37229,Petrol,Automatic,First,16.95,1197,78.9,5,3.41,341000
Honda City 1.5 S MT,Delhi,2009,73200,Petrol,Manual,First,17,1497,118,5,2.78,278000
Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,Diesel,Automatic,First,19.3,1968,141,5,15.5,1550000
Tata Indica V2 eLS,Chennai,2017,129000,Diesel,Manual,First,25,1396,69,5,3,300000
Maruti Wagon R VXi BSII,Pune,2012,82000,Petrol,Manual,First,18.9,998,67.1,5,2.3,230000
Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,Diesel,Manual,First,19.67,1582,126.2,5,13.28,1328000
Maruti A-Star Lxi,Hyderabad,2009,61964,Petrol,Manual,First,19,998,66.1,5,2.25,225000
Maruti Wagon R LXI,Kochi,2011,15466,Petrol,Manual,First,22.5,998,67.04,5,3.36,336000
Honda Mobilio E i VTEC,Kolkata,2014,23000,Petrol,Manual,First,17.3,1497,117.3,7,4.25,425000
Hyundai i10 Magna,Coimbatore,2012,43766,Petrol,Manual,First,20.36,1197,78.9,5,4.3,430000
Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396,88.73,5,9.18,918000
Maruti Celerio ZXI Optional,Hyderabad,2017,26400,Petrol,Manual,First,23.1,998,67.04,5,4.99,499000
Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,Petrol,Manual,First,13.4,1798,157.8,5,3.75,375000
Ford Figo Diesel LXI,Chennai,2010,39000,Diesel,Manual,First,20,1399,68,5,2.5,250000
Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498,98.6,5,7.2,720000
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,Diesel,Automatic,First,15,2143,204,5,29.5,2950000
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,Diesel,Automatic,First,17.9,2143,136,5,17.55,1755000
Volvo S60 D3,Chennai,2012,20000,Diesel,Automatic,First,18.5,1985,163,5,12,1200000
Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,Diesel,Automatic,First,11.8,2967,246.7,5,13.5,1350000
Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582,126.32,5,5.1,510000
BMW 3 Series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995,190,5,10.3,1030000
Hyundai Verna 1.6 SX,Delhi,2014,62000,Diesel,Manual,First,22.32,1582,126.32,5,5.7,570000
Maruti Wagon R VXI,Kochi,2014,41994,Petrol,Manual,First,22.5,998,67.04,5,3.41,341000
Ford Figo Diesel EXI,Hyderabad,2010,108882,Diesel,Manual,Second,20,1399,68,5,2.4,240000
Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198,82,6,5.6,560000
Tata Indigo LS,Pune,2006,160000,Diesel,Manual,First,17,1405,70,5,1,100000
Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493,100,7,8.2,820000
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968,181,5,27.5,2750000
Maruti Wagon R VXI 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197,81.8,5,3.5,350000
Maruti Celerio CNG VXI MT,Kochi,2016,70536,CNG,Manual,First,31.79,998,58.33,5,4.58,458000
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248,88.5,5,10.34,1034000
Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609,116.6,8,3.25,325000
Hyundai Tucson CRDi,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991,112,7,5,500000
Hyundai Santro Xing GLS,Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086,62.1,5,2.25,225000
Porsche Panamera Diesel 250hp,Kochi,2014,60033,Diesel,Automatic,First,18.18,2967,250,4,51.52,5152000
Maruti Vitara Brezza VDi Option,Kochi,2018,51921,Diesel,Manual,First,24.3,1248,88.5,5,8.62,862000
Maruti Swift Dzire VDI,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248,74,5,7.25,725000
